
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> Euro
	<Currency> Euro, 1
	<Currency> Euro5, 5
	<Currency> Euro10, 10
	<Currency> Euro20, 20
	<Currency> Euro50, 50
	<Currency> Euro100, 100

<Trader> Food & Medical Trader // ID=0
	<Category> Vegetables
		Plum,										*,			30,			A
		LeatherJacket_Green,						*,			1125,		A
		LeatherPants_Green,							*,			900,		A
		LeatherStorageVest_Green,					*,			900,		A
		ReinforcedLeatherVest,						*,			2700,		A
		ReinforcedLeatherVest_Green,				*,			2700,		A
		ReinforcedLeatherVest_Night,				*,			2700,		A
		ReinforcedLeatherVest_winter,				*,			2700,		A
		LeatherSack_Natural,						*,			1500,		A
		UpgradedLeatherSack_Natural,				*,			3750,		A
		LeatherSack_Green,							*,			1500,		A
		UpgradedLeatherSack_Green,					*,			3750,		A
		LeatherSack_Night,							*,			1500,		A
		UpgradedLeatherSack_Night,					*,			3750,		A
		LeatherSack_winter,							*,			1500,		A
		UpgradedLeatherSack_winter,					*,			3750,		A
		WaterPouch_Natural,							*,			225,		A
		LeatherKnifeSheath,							*,			225,		A
		ChestHolster,								*,			450,		A
<Trader> Vehicles Trader // ID=5
	<Category> Cars & SUVs
		OffroadHatchback,							VNK,		14000,		A
		OffroadHatchback_Blue,						VNK,		14000,		A
		OffroadHatchback_White,						VNK,		14000,		A
		Hatchback_02,								VNK,		16000,		A
		Hatchback_02_Blue,							VNK,		16000,		A
		Hatchback_02_Black,							VNK,		16000,		A
		Sedan_02,									VNK,		18000,		A
		Sedan_02_Red,								VNK,		18000,		A
		Sedan_02_Grey,								VNK,		18000,		A
		CivilianSedan,								VNK,		20000,		A
		CivilianSedan_Wine,							VNK,		20000,		A
		CivilianSedan_Black,						VNK,		20000,		A
		CrSk_BMW_525i_E34,							VNK,		50000,		A
		CrSk_BMW_525i_E34_Red,						VNK,		50000,		A
		CrSk_BMW_525i_E34_Black,					VNK,		55000,		A
		CrSk_BMW_525i_E34_Beater,					VNK,		45000,		A
		CrSk_Land_Rover_Defender_110,				VNK,		75000,		A
		CrSk_Land_Rover_Defender_110_Green,			VNK,		75000,		A
		CrSk_Land_Rover_Defender_110_Red,			VNK,		75000,		A
		gglaw_G65,									VNK,		125000,		A
		gglaw_G65_Black,							VNK,		125000,		A
		gglaw_G65_Pink,								VNK,		150000,		A
		gglaw_G65_Green,							VNK,		125000,		A
		gglaw_G65_White,							VNK,		125000,		A
	<Category> Trucks
		Kamaz_DON_Fuel_Nowoa,						VNK,		80000,		A
		Kamaz_DON_Fuel_Schnell,						VNK,		80000,		A
		Kamaz_DON_Fuel_Red,							VNK,		80000,		A
		Kamaz_DON_Fuel_Orange,						VNK,		80000,		A
		Kamaz_DON_Fuel_Tance,						VNK,		80000,		A
		Kamaz_DON_Fuel_Green,						VNK,		80000,		A
		Kamaz_DON_Tan,								VNK,		150000,		A
		Kamaz_DON_Red,								VNK,		150000,		A
		Kamaz_DON_Yellow,							VNK,		150000,		A
		Kamaz_DON_Blue,								VNK,		150000,		A
		Kamaz_DON_LightBlue,						VNK,		150000,		A
		Kamaz_DON_Beige,							VNK,		150000,		A
		Kamaz_DON_Orange,							VNK,		150000,		A
		Kamaz_DON_Orange_B,							VNK,		150000,		A
		Kamaz_DON_White,							VNK,		150000,		A
		Kamaz_DON_Grey,								VNK,		150000,		A
		Kamaz_DON_Covered_Nowoa,					VNK,		150000,		A
		Kamaz_DON_Covered_Tan,						VNK,		150000,		A
		Kamaz_DON_Covered_OrangeB,					VNK,		150000,		A
		Kamaz_DON_Covered_Blue,						VNK,		150000,		A
		Kamaz_DON_Covered_LightBlue,				VNK,		150000,		A
		Kamaz_DON_Covered_Yellow,					VNK,		150000,		A
		Kamaz_DON_Covered_Red,						VNK,		150000,		A
		Gerph_Zil130,								VNK,		65000,		A
	<Category> Vehicle Parts
		HeadlightH7_Box,							*,			30,			A
		SparkPlug,									*,			60,			A
		Sparkplug_Box_1,							*,			60,			A
		Sparkplug_Box_2,							*,			60,			A
		EngineOil,									*,			70,			A
		CarBattery,									*,			100,		A
		TruckBattery,								*,			180,		A
		CarRadiator,								*,			200,		A
		TireRepairKit,								*,			220,		A
		HatchbackHood,								*,			300,		A
		HatchbackHood_Blue,							*,			300,		A
		HatchbackHood_White,						*,			300,		A
		HatchbackHood_GreenRust,					*,			300,		A
		HatchbackHood_BlueRust,						*,			300,		A
		HatchbackHood_WhiteRust,					*,			300,		A
		HatchbackTrunk,								*,			380,		A
		HatchbackTrunk_Blue,						*,			380,		A
		HatchbackTrunk_White,						*,			380,		A
		HatchbackTrunk_GreenRust,					*,			380,		A
		HatchbackTrunk_BlueRust,					*,			380,		A
		HatchbackTrunk_WhiteRust,					*,			380,		A
		HatchbackDoors_Driver,						*,			450,		A
		HatchbackDoors_Driver_Blue,					*,			450,		A
		HatchbackDoors_Driver_White,				*,			450,		A
		HatchbackDoors_Driver_GreenRust,			*,			450,		A
		HatchbackDoors_Driver_BlueRust,				*,			450,		A
		HatchbackDoors_Driver_WhiteRust,			*,			450,		A
		HatchbackDoors_CoDriver,					*,			450,		A
		HatchbackDoors_CoDriver_Blue,				*,			450,		A
		HatchbackDoors_CoDriver_White,				*,			450,		A
		HatchbackDoors_CoDriver_GreenRust,			*,			450,		A
		HatchbackDoors_CoDriver_BlueRust,			*,			450,		A
		HatchbackDoors_CoDriver_WhiteRust,			*,			450,		A
		HatchbackWheel,								*,			500,		A
		Hatchback_02_Hood,							*,			300,		A
		Hatchback_02_Hood_Black,					*,			300,		A
		Hatchback_02_Hood_Blue,						*,			300,		A
		Hatchback_02_Hood_RedRust,					*,			300,		A
		Hatchback_02_Hood_BlackRust,				*,			300,		A
		Hatchback_02_Hood_BlueRust,					*,			300,		A
		Hatchback_02_Trunk,							*,			380,		A
		Hatchback_02_Trunk_Black,					*,			380,		A
		Hatchback_02_Trunk_Blue,					*,			380,		A
		Hatchback_02_Trunk_RedRust,					*,			380,		A
		Hatchback_02_Trunk_BlackRust,				*,			380,		A
		Hatchback_02_Trunk_BlueRust,				*,			380,		A
		Hatchback_02_Door_1_1,						*,			450,		A
		Hatchback_02_Door_1_1_Black,				*,			450,		A
		Hatchback_02_Door_1_1_Blue,					*,			450,		A
		Hatchback_02_Door_1_1_RedRust,				*,			450,		A
		Hatchback_02_Door_1_1_BlackRust,			*,			450,		A
		Hatchback_02_Door_1_1_BlueRust,				*,			450,		A
		Hatchback_02_Door_1_2,						*,			450,		A
		Hatchback_02_Door_1_2_Black,				*,			450,		A
		Hatchback_02_Door_1_2_Blue,					*,			450,		A
		Hatchback_02_Door_1_2_RedRust,				*,			450,		A
		Hatchback_02_Door_1_2_BlackRust,			*,			450,		A
		Hatchback_02_Door_1_2_BlueRust,				*,			450,		A
		Hatchback_02_Door_2_1,						*,			450,		A
		Hatchback_02_Door_2_1_Black,				*,			450,		A
		Hatchback_02_Door_2_1_Blue,					*,			450,		A
		Hatchback_02_Door_2_1_RedRust,				*,			450,		A
		Hatchback_02_Door_2_1_BlackRust,			*,			450,		A
		Hatchback_02_Door_2_1_BlueRust,				*,			450,		A
		Hatchback_02_Door_2_2,						*,			450,		A
		Hatchback_02_Door_2_2_Black,				*,			450,		A
		Hatchback_02_Door_2_2_Blue,					*,			450,		A
		Hatchback_02_Door_2_2_RedRust,				*,			450,		A
		Hatchback_02_Door_2_2_BlackRust,			*,			450,		A
		Hatchback_02_Door_2_2_BlueRust,				*,			450,		A
		Hatchback_02_Wheel,							*,			500,		A
		Sedan_02_Hood,								*,			300,		A
		Sedan_02_Hood_Red,							*,			300,		A
		Sedan_02_Hood_Grey,							*,			300,		A
		Sedan_02_Hood_YellowRust,					*,			300,		A
		Sedan_02_Hood_RedRust,						*,			300,		A
		Sedan_02_Hood_GreyRust,						*,			300,		A
		Sedan_02_Trunk,								*,			450,		A
		Sedan_02_Trunk_Red,							*,			450,		A
		Sedan_02_Trunk_Grey,						*,			450,		A
		Sedan_02_Trunk_YellowRust,					*,			450,		A
		Sedan_02_Trunk_RedRust,						*,			450,		A
		Sedan_02_Trunk_GreyRust,					*,			450,		A
		Sedan_02_Door_1_1,							*,			450,		A
		Sedan_02_Door_1_1_Red,						*,			450,		A
		Sedan_02_Door_1_1_Grey,						*,			450,		A
		Sedan_02_Door_1_1_YellowRust,				*,			450,		A
		Sedan_02_Door_1_1_RedRust,					*,			450,		A
		Sedan_02_Door_1_1_GreyRust,					*,			450,		A
		Sedan_02_Door_1_2,							*,			450,		A
		Sedan_02_Door_1_2_Red,						*,			450,		A
		Sedan_02_Door_1_2_Grey,						*,			450,		A
		Sedan_02_Door_1_2_YellowRust,				*,			450,		A
		Sedan_02_Door_1_2_RedRust,					*,			450,		A
		Sedan_02_Door_1_2_GreyRust,					*,			450,		A
		Sedan_02_Door_2_1,							*,			450,		A
		Sedan_02_Door_2_1_Red,						*,			450,		A
		Sedan_02_Door_2_1_Grey,						*,			450,		A
		Sedan_02_Door_2_1_YellowRust,				*,			450,		A
		Sedan_02_Door_2_1_RedRust,					*,			450,		A
		Sedan_02_Door_2_1_GreyRust,					*,			450,		A
		Sedan_02_Door_2_2,							*,			450,		A
		Sedan_02_Door_2_2_Red,						*,			450,		A
		Sedan_02_Door_2_2_Grey,						*,			450,		A
		Sedan_02_Door_2_2_YellowRust,				*,			450,		A
		Sedan_02_Door_2_2_RedRust,					*,			450,		A
		Sedan_02_Door_2_2_GreyRust,					*,			450,		A
		Sedan_02_Wheel,								*,			500,		A
		CivSedanHood,								*,			400,		A
		CivSedanHood_Wine,							*,			400,		A
		CivSedanHood_Black,							*,			400,		A
		CivSedanHood_WhiteRust,						*,			400,		A
		CivSedanHood_WineRust,						*,			400,		A
		CivSedanHood_BlackRust,						*,			400,		A
		CivSedanTrunk,								*,			450,		A
		CivSedanTrunk_Wine,							*,			450,		A
		CivSedanTrunk_Black,						*,			450,		A
		CivSedanTrunk_WhiteRust,					*,			450,		A
		CivSedanTrunk_WineRust,						*,			450,		A
		CivSedanTrunk_BlackRust,					*,			450,		A
		CivSedanDoors_Driver,						*,			500,		A
		CivSedanDoors_Driver_Wine,					*,			500,		A
		CivSedanDoors_Driver_Black,					*,			500,		A
		CivSedanDoors_Driver_WhiteRust,				*,			500,		A
		CivSedanDoors_Driver_WineRust,				*,			500,		A
		CivSedanDoors_Driver_BlackRust,				*,			500,		A
		CivSedanDoors_CoDriver,						*,			500,		A
		CivSedanDoors_CoDriver_Wine,				*,			500,		A
		CivSedanDoors_CoDriver_Black,				*,			500,		A
		CivSedanDoors_CoDriver_WhiteRust,			*,			500,		A
		CivSedanDoors_CoDriver_WineRust,			*,			500,		A
		CivSedanDoors_CoDriver_BlackRust,			*,			500,		A
		CivSedanDoors_BackLeft,						*,			500,		A
		CivSedanDoors_BackLeft_Wine,				*,			500,		A
		CivSedanDoors_BackLeft_Black,				*,			500,		A
		CivSedanDoors_BackLeft_WhiteRust,			*,			500,		A
		CivSedanDoors_BackLeft_WineRust,			*,			500,		A
		CivSedanDoors_BackLeft_BlackRust,			*,			500,		A
		CivSedanDoors_BackRight,					*,			500,		A
		CivSedanDoors_BackRight_Wine,				*,			500,		A
		CivSedanDoors_BackRight_Black,				*,			500,		A
		CivSedanDoors_BackRight_WhiteRust,			*,			500,		A
		CivSedanDoors_BackRight_WineRust,			*,			500,		A
		CivSedanDoors_BackRight_BlackRust,			*,			500,		A
		CivSedanWheel,								*,			600,		A
		BMWE34_kapot,								*,			2500,		A
		BMWE34_bagazhnik,							*,			2500,		A
		BMWE34_dver_1_1,							*,			2500,		A
		BMWE34_dver_2_1,							*,			2500,		A
		BMWE34_dver_1_2,							*,			2500,		A
		BMWE34_dver_2_2,							*,			2500,		A
		BMWE34_kapot_red,							*,			2500,		A
		BMWE34_bagazhnik_red,						*,			2500,		A
		BMWE34_dver_1_1_red,						*,			2500,		A
		BMWE34_dver_2_1_red,						*,			2500,		A
		BMWE34_dver_1_2_red,						*,			2500,		A
		BMWE34_dver_2_2_red,						*,			2500,		A
		BMWE34_kapot_black,							*,			2500,		A
		BMWE34_bagazhnik_black,						*,			2500,		A
		BMWE34_dver_1_1_black,						*,			2500,		A
		BMWE34_dver_2_1_black,						*,			2500,		A
		BMWE34_dver_1_2_black,						*,			2500,		A
		BMWE34_dver_2_2_black,						*,			2500,		A
		BMWE34_kapot_beater,						*,			2500,		A
		BMWE34_bagazhnik_beater,					*,			2500,		A
		BMWE34_dver_1_1_beater,						*,			2500,		A
		BMWE34_dver_2_1_beater,						*,			2500,		A
		BMWE34_dver_1_2_beater,						*,			2500,		A
		BMWE34_dver_2_2_beater,						*,			2500,		A
		BMWE34_koleso_style5,						*,			1000,		A
		BMWE34_koleso_style2,						*,			1000,		A
		BMWE34_koleso_style16,						*,			1000,		A
		BMWE34_koleso_style21,						*,			1000,		A
		Defender110_dver_1_1,						*,			2500,		A
		Defender110_dver_2_1,						*,			2500,		A
		Defender110_dver_1_2,						*,			2500,		A
		Defender110_dver_2_2,						*,			2500,		A
		Defender110_kapot,							*,			2500,		A
		Defender110_bagazhnik,						*,			2500,		A
		Defender110_koleso,							*,			2500,		A
		Defender110_dver_1_1_Green,					*,			2500,		A
		Defender110_dver_2_1_Green,					*,			2500,		A
		Defender110_dver_1_2_Green,					*,			2500,		A
		Defender110_dver_2_2_Green,					*,			2500,		A
		Defender110_kapot_Green,					*,			2500,		A
		Defender110_bagazhnik_Green,				*,			2500,		A
		Defender110_dver_1_1_Red,					*,			2500,		A
		Defender110_dver_2_1_Red,					*,			2500,		A
		Defender110_dver_1_2_Red,					*,			2500,		A
		Defender110_dver_2_2_Red,					*,			2500,		A
		Defender110_kapot_Red,						*,			2500,		A
		Defender110_bagazhnik_Red,					*,			2500,		A
		Defender110_koleso,							*,			1000,		A
		gglaw_G65_driver,							*,			2500,		A
		gglaw_G65_codriver,							*,			2500,		A
		gglaw_G65_trunk,							*,			2500,		A
		gglaw_G65_hood,								*,			2500,		A
		gglaw_G65_cargo1,							*,			2500,		A
		gglaw_G65_cargo2,							*,			2500,		A
		gglaw_G65_driver_Black,						*,			2500,		A
		gglaw_G65_codriver_Black,					*,			2500,		A
		gglaw_G65_trunk_Black,						*,			2500,		A
		gglaw_G65_hood_Black,						*,			2500,		A
		gglaw_G65_cargo1_Black,						*,			2500,		A
		gglaw_G65_cargo2_Black,						*,			2500,		A
		gglaw_G65_driver_Pink,						*,			2500,		A
		gglaw_G65_codriver_Pink,					*,			2500,		A
		gglaw_G65_trunk_Pink,						*,			2500,		A
		gglaw_G65_hood_Pink,						*,			2500,		A
		gglaw_G65_cargo1_Pink,						*,			2500,		A
		gglaw_G65_cargo2_Pink,						*,			2500,		A
		gglaw_G65_driver_Green,						*,			2500,		A
		gglaw_G65_codriver_Green,					*,			2500,		A
		gglaw_G65_trunk_Green,						*,			2500,		A
		gglaw_G65_hood_Green,						*,			2500,		A
		gglaw_G65_cargo1_Green,						*,			2500,		A
		gglaw_G65_cargo2_Green,						*,			2500,		A
		gglaw_G65_driver_White,						*,			2500,		A
		gglaw_G65_codriver_White,					*,			2500,		A
		gglaw_G65_trunk_White,						*,			2500,		A
		gglaw_G65_hood_White,						*,			2500,		A
		gglaw_G65_cargo1_White,						*,			2500,		A
		gglaw_G65_cargo2_White,						*,			2500,		A
		gglaw_G65Wheel_offroad,						*,			1000,		A
		KamazDoors_Driver_DON_Tan,					*,			2500,		A
		KamazDoors_CoDriver_DON_Tan,				*,			2500,		A
		KamazHood_DON_Tan,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Red,					*,			2500,		A
		KamazDoors_CoDriver_DON_Red,				*,			2500,		A
		KamazHood_DON_Red,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Yellow,				*,			2500,		A
		KamazHood_DON_Yellow,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Blue,					*,			2500,		A
		KamazDoors_CoDriver_DON_Blue,				*,			2500,		A
		KamazHood_DON_Blue,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_LightBlue,			*,			2500,		A
		KamazDoors_CoDriver_DON_LightBlue,			*,			2500,		A
		KamazHood_DON_LightBlue,					*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Beige,				*,			2500,		A
		KamazDoors_CoDriver_DON_Beige,				*,			2500,		A
		KamazHood_DON_Beige,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Orange,				*,			2500,		A
		KamazDoors_CoDriver_DON_Orange,				*,			2500,		A
		KamazHood_DON_Orange,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Orange,				*,			2500,		A
		KamazDoors_CoDriver_DON_Orange,				*,			2500,		A
		KamazHood_DON_Orange_B,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_White,				*,			2500,		A
		KamazDoors_CoDriver_DON_White,				*,			2500,		A
		KamazHood_DON_White,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Grey,					*,			2500,		A
		KamazDoors_CoDriver_DON_Grey,				*,			2500,		A
		KamazHood_DON_Grey,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Nowoa,				*,			2500,		A
		KamazDoors_CoDriver_DON_Nowoa,				*,			2500,		A
		KamazHood_DON_Nowoa,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Tan,					*,			2500,		A
		KamazDoors_CoDriver_DON_Tan,				*,			2500,		A
		KamazHood_DON_Tan,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_OrangeB,				*,			2500,		A
		KamazDoors_CoDriver_DON_OrangeB,			*,			2500,		A
		KamazHood_DON_OrangeB,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Blue,					*,			2500,		A
		KamazDoors_CoDriver_DON_Blue,				*,			2500,		A
		KamazHood_DON_Blue,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_LightBlue,			*,			2500,		A
		KamazDoors_CoDriver_DON_LightBlue,			*,			2500,		A
		KamazHood_DON_LightBlu,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Yellow,				*,			2500,		A
		KamazDoors_CoDriver_DON_Yellow,				*,			2500,		A
		KamazHood_DON_Yellow,						*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Red,					*,			2500,		A
		KamazDoors_CoDriver_DON_Red,				*,			2500,		A
		KamazHood_DON_Red,							*,			2500,		A
		KamazTrunk_DON_Civilian2,					*,			2500,		A
		KamazDoors_Driver_DON_Nowoa,				*,			2500,		A
		KamazDoors_CoDriver_DON_Nowoa,				*,			2500,		A
		KamazHood_DON_Nowoa,						*,			2500,		A
		KamazDoors_Driver_DON_Schnell,				*,			2500,		A
		KamazDoors_CoDriver_DON_Schnell,			*,			2500,		A
		KamazHood_DON_Schnell,						*,			2500,		A
		KamazDoors_Driver_DON_Red,					*,			2500,		A
		KamazDoors_CoDriver_DON_Red,				*,			2500,		A
		KamazHood_DON_Red,							*,			2500,		A
		KamazDoors_Driver_DON_Orange,				*,			2500,		A
		KamazDoors_CoDriver_DON_Orange,				*,			2500,		A
		KamazHood_DON_Orange,						*,			2500,		A
		KamazDoors_Driver_DON_Tan,					*,			2500,		A
		KamazDoors_CoDriver_DON_Tan,				*,			2500,		A
		KamazHood_DON_Tan,							*,			2500,		A
		KamazDoors_Driver_DON_Green,				*,			2500,		A
		KamazDoors_CoDriver_DON_Green,				*,			2500,		A
		KamazHood_DON_Green,						*,			2500,		A
		KamazWheel,									*,			2000,		A
		Zil130_Hood,								*,			2500,		A
		Zil130_Tailgate,							*,			2500,		A
		Zil130Doors_Driver,							*,			2500,		A
		Zil130Doors_CoDriver,						*,			2500,		A
		Zil130Wheel,								*,			2000,		A
		Zil130WheelRear,							*,			3000,		A
	<Category> Keys
		MCK_CarKey_Base,							*,			5000,		A
		MCK_CarKey_Blue,							*,			5000,		A
		MCK_CarKey_Green,							*,			5000,		A
		MCK_CarKey_White,							*,			5000,		A
		MCK_CarKey_Yellow,							*,			5000,		A
		MCK_CarKey_Red,								*,			5000,		A
		MCK_CarKeyTag_Base,							*,			500,		A
		MCK_CarKeyTag_OlgaBlack,					*,			500,		A
		MCK_CarKeyTag_OlgaWhite,					*,			500,		A
		MCK_CarKeyTag_OlgaWine,						*,			500,		A
		MCK_CarKeyTag_AdaBlue,						*,			500,		A
		MCK_CarKeyTag_AdaWhite,						*,			500,		A
		MCK_CarKeyTag_AdaGreen,						*,			500,		A
		MCK_CarKeyTag_GunterBlue,					*,			500,		A
		MCK_CarKeyTag_GunterBlack,					*,			500,		A
		MCK_CarKeyTag_GunterRed,					*,			500,		A
		MCK_CarKeyTag_SarkaGrey,					*,			500,		A
		MCK_CarKeyTag_SarkaRed,						*,			500,		A
		MCK_CarKeyTag_SarkaYellow,					*,			500,		A
		MCK_CarKeyTag_Black,						*,			500,		A
		MCK_CarKeyTag_Blue,							*,			500,		A
		MCK_CarKeyTag_Green,						*,			500,		A
		MCK_CarKeyTag_Grey,							*,			500,		A
		MCK_CarKeyTag_Red,							*,			500,		A
		MCK_CarKeyTag_White,						*,			500,		A
		MCK_CarKeyTag_Yellow,						*,			500,		A
<Trader> Military Clothing> // ID=6
	<Category> Glasses
		MSFC_Oakley_M_FrameGlasses_Black,			*,			250,		A
		MSFC_Oakley_M_FrameGlasses_Gray,			*,			250,		A
		MSFC_Oakley_M_FrameGlasses_Purple,			*,			250,		A
		MSFC_Oakley_M_FrameGlasses_Pink,			*,			250,		A
		MSFC_Oakley_M_FrameGlasses_Orange,			*,			250,		A
		MSFC_Oakley_M_FrameGlasses_Green,			*,			250,		A
		MSFC_BallisticGoggles_Green,				*,			100,		A
		MSFC_BallisticGoggles_Black,				*,			100,		A
		MSFC_BallisticGoggles_Desert,				*,			100,		A
		TacticalGoggles,							*,			60,			A
		MSFC_TacticalGoggles_Green,					*,			60,			A
		MSFC_TacticalGoggles_Desert,				*,			60,			A
		MSFC_TacticalGoggles_Gray,					*,			60,			A
		MSFC_TacticalGoggles_White,					*,			60,			A
		NVGHeadstrap,								*,			200,		A
		NVGoggles,									*,			800,		A
	<Category> Gloves
		TacticalGloves_Beige,						*,			55,			A
		TacticalGloves_Black,						*,			55,			A
		TacticalGloves_Green,						*,			55,			A
		OMNOGloves_Gray,							*,			40,			A
		OMNOGloves_Brown,							*,			40,			A
	<Category> Hats & Caps
		PilotkaCap,									*,			25,			A
		OfficerHat,									*,			25,			A
		MilitaryBeret_ChDKZ,						*,			26,			A
		MilitaryBeret_Red,							*,			26,			A
		MilitaryBeret_UN,							*,			26,			A
		MilitaryBeret_CDF,							*,			27,			A
		MilitaryBeret_NZ,							*,			27,			A
	<Category> Helmets
		TankerHelmet,								*,			100,		A
		ZSh3PilotHelmet,							*,			130,		A
		m52helmet_mung,								*,			400,		A
		Mich2001Helmet,								*,			350,		A
		Massmichblack,								*,			350,		A
		GorkaHelmetVisor,							*,			50,			A
		GorkaHelmet,								*,			190,		A
		Ssh68Helmet,								*,			250,		A
		BallisticHelmet_UN,							*,			250,		A
		BallisticHelmet_Black,						*,			300,		A
		BallisticHelmet_Green,						*,			350,		A
		MassCBhelmet,								*,			500,		A
		MassCBhelmet_Green,							*,			500,		A
	<Category> Vests
		Masswoodlandcamovest,						*,			200,		A
		UKAssVest_Black,							*,			320,		A
		UKAssVest_Khaki,							*,			320,		A
		UKAssVest_Olive,							*,			320,		A
		UKAssVest_Camo,								*,			320,		A
		MassUKAssVestWinter,						*,			320,		A
		SmershVest,									*,			350,		A
		MassSmershvestcomplete,						*,			350,		A
		MassSmershvestWintercomplete,				*,			350,		A
		MassSmershvestWW2complete,					*,			350,		A
		MassSmershvestblackcomplete,				*,			350,		A
		SmershBag,									*,			100,		A
		MassSmersh,									*,			100,		A
		MassSmershwinter,							*,			100,		A
		MassSmershblack,							*,			100,		A
		MassLargeSmersh,							*,			200,		A
		MassLargeSmersh_Black,						*,			200,		A
		MassLargeSmersh_Tan,						*,			200,		A
		HighCapacityVest_Black,						*,			260,		A
		HighCapacityVest_Olive,						*,			260,		A
		tacvest_mung,								*,			450,		A
		PlateCarrierVest,							*,			250,		A
		MassPlateCarrier_PartizanM,					*,			250,		A
		MassPlateCarrier_Black,						*,			250,		A
		MassPlateCarrier_Winter,					*,			250,		A
		MassPlateCarrier_ODG,						*,			250,		A
		MassHeavyPlateVest_ODG,						*,			500,		A
		MassHeavyPlateVest_Winter,					*,			500,		A
		MassHeavyPlateVest_Black,					*,			500,		A
		MassHeavyPlateVest_PartizanM,				*,			500,		A
		MassHeavyPlateVest_Beige,					*,			500,		A
		MassRatnik,									*,			750,		A
		MassRatnik_Tan,								*,			750,		A
		MassRatnik_Black,							*,			750,		A
		MassAR500,									*,			500,		A
		MassAR500pair,								*,			1000,		A
	<Category> Jackets & Coats
		TTsKOJacket_Camo,							*,			150,		A
		BDUJacket,									*,			350,		A
		MassWinterBDUJacket,						*,			350,		A
		M65Jacket_Tan,								*,			350,		A
		M65Jacket_Black,							*,			350,		A
		M65Jacket_Khaki,							*,			350,		A
		M65Jacket_Olive,							*,			350,		A
		Massurbancamom65,							*,			350,		A
		MassSM90Top,								*,			350,		A
		MassSM90WTop,								*,			350,		A
		GorkaEJacket_Autumn,						*,			275,		A
		GorkaEJacket_Flat,							*,			275,		A
		GorkaEJacket_PautRev,						*,			275,		A
		GorkaEJacket_Summer,						*,			275,		A
		MassBlackGorkatop,							*,			275,		A
		MassGorkaInvertWinterTop,					*,			275,		A
		MassGorkaInvertWoodlandTop,					*,			275,		A
		MassGorkaInvertFlecktarnTop,				*,			275,		A
		USMCJacket_Desert,							*,			350,		A
		USMCJacket_Woodland,						*,			350,		A
		MassWinterCUUJacket,						*,			350,		A
		MassCUUquiltedJacket,						*,			350,		A
		MassUSww2top,								*,			300,		A
	<Category> Pants
		TTSKOPants,									*,			150,		A
		BDUPants,									*,			65,			A
		MassWinterBDUPants,							*,			150,		A
		MassSM90Pants,								*,			150,		A
		MassSM90WPants,								*,			150,		A
		USMCPants_Desert,							*,			150,		A
		USMCPants_Woodland,							*,			150,		A
		MassWinterCUUPants,							*,			150,		A
		GorkaPants_Flat,							*,			130,		A
		GorkaPants_PautRev,							*,			130,		A
		GorkaPants_Autumn,							*,			130,		A
		GorkaPants_Summer,							*,			130,		A
		MassBlackGorkabottom,						*,			130,		A
		MassGorkaInvertWinterPants,					*,			130,		A
		MassGorkaInvertWoodlandPants,				*,			130,		A
		MassGorkaInvertFlecktarnPants,				*,			130,		A
	<Category> Belts
		MilitaryBelt,								*,			100,		A
		MassMolleBelt,								*,			275,		A
		MassMolleBeltBlack,							*,			275,		A
		MassMolleBeltODG,							*,			275,		A
		MassMolleBeltWD,							*,			275,		A
		MassMolleBeltSnow,							*,			275,		A
